Data,Estacao,Codigo,Poluente,Valor,Unidade,Tipo,Data
2017-12-18,Mooca,SP40,CO,374.298441,ug/m3,automatica,2017-12-18
2017-12-19,Mooca,SP40,CO,374.298441,ug/m3,automatica,2017-12-19
2017-12-20,Mooca,SP40,CO,499.064588,ug/m3,automatica,2017-12-20
2017-12-21,Mooca,SP40,CO,623.830735,ug/m3,automatica,2017-12-21
2017-12-22,Mooca,SP40,CO,748.596882,ug/m3,automatica,2017-12-22
2017-12-23,Mooca,SP40,CO,748.596882,ug/m3,automatica,2017-12-23
2017-12-24,Mooca,SP40,CO,499.064588,ug/m3,automatica,2017-12-24
2017-12-25,Mooca,SP40,CO,998.1291759,ug/m3,automatica,2017-12-25
2017-12-26,Mooca,SP40,CO,374.298441,ug/m3,automatica,2017-12-26
2017-12-27,Mooca,SP40,CO,499.064588,ug/m3,automatica,2017-12-27
2017-12-28,Mooca,SP40,CO,374.298441,ug/m3,automatica,2017-12-28
2017-12-29,Mooca,SP40,CO,374.298441,ug/m3,automatica,2017-12-29
2017-12-30,Mooca,SP40,CO,623.830735,ug/m3,automatica,2017-12-30
2017-12-31,Mooca,SP40,CO,374.298441,ug/m3,automatica,2017-12-31
